nohup: 忽略输入
1456261715 2784.15 22.52
1456261716 2784.2 22.52
1456261717 2784.2 22.52
1456261718 2784.2 22.52
1456261719 2784.5 22.52
1456261720 2784.36 22.52
1456261721 2784.35 22.52
1456261722 2784.28 22.52
1456261723 2784.21 22.52
1456261724 2784.33 22.52
1456261725 2784.4 22.52
1456261726 2784.4 22.52
1456261727 2784.21 22.52
1456261728 2784.13 22.52
1456261728 2784.07 22.52
1456261729 2784.05 22.52
1456261730 2783.96 22.52
1456261731 2783.77 22.52
1456261732 2783.75 22.52
1456261733 2783.57 22.52
1456261734 2783.57 22.52
1456261735 2783.56 22.52
1456261736 2783.35 22.52
1456261737 2783.52 22.52
1456261737 2783.24 22.52
1456261738 2783.35 22.52
1456261739 2783.41 22.51
1456261740 2783.4 22.51
1456261741 2783.25 22.51
1456261742 2783.21 22.51
1456261743 2783.0 22.51
1456261744 2783.0 22.51
1456261745 2783.17 22.51
1456261746 2783.06 22.51
1456261746 2783.02 22.51
1456261747 2783.02 22.51
1456261748 2783.06 22.51
1456261749 2782.86 22.51
1456261750 2782.91 22.51
1456261751 2783.28 22.51
1456261752 2782.89 22.51
1456261753 2783.27 22.51
1456261754 2783.18 22.51
1456261755 2783.17 22.51
1456261755 2783.19 22.51
1456261756 2783.3 22.51
1456261757 2783.22 22.51
1456261758 2783.28 22.51
1456261759 2783.3 22.51
1456261760 2783.3 22.51
1456261761 2783.37 22.51
1456261762 2783.32 22.51
1456261763 2783.38 22.51
1456261764 2783.4 22.51
1456261764 2783.39 22.51
1456261765 2783.47 22.51
1456261766 2783.48 22.51
1456261767 2783.4 22.51
1456261768 2783.35 22.51
1456261769 2783.12 22.51
1456261772 2783.3 22.51
1456261772 2783.24 22.51
1456261773 2783.24 22.51
1456261774 2783.24 22.51
1456261775 2783.19 22.51
1456261776 2783.32 22.51
1456261777 2783.29 22.51
1456261778 2783.32 22.52
1456261779 2783.3 22.52
1456261780 2783.43 22.52
1456261781 2783.42 22.51
1456261782 2783.3 22.51
1456261784 2784.73 22.51
1456261785 2783.81 22.51
1456261786 2783.78 22.51
1456261787 2783.73 22.51
1456261788 2783.53 22.51
1456261788 2783.53 22.51
1456261789 2783.48 22.51
1456261790 2783.48 22.51
1456261791 2783.64 22.51
1456261792 2783.64 22.51
1456261793 2783.8 22.51
1456261794 2783.81 22.51
1456261795 2783.81 22.51
1456261796 2783.95 22.51
1456261797 2783.94 22.51
1456261797 2783.02 22.51
1456261798 2783.02 22.51
1456261799 2783.01 22.51
1456261800 2783.01 22.51
1456261801 2783.01 22.51
1456261802 2782.9 22.51
1456261803 2783.02 22.51
1456261804 2782.73 22.51
1456261805 2782.57 22.51
1456261806 2782.52 22.51
1456261807 2782.58 22.51
1456261808 2782.5 22.51
1456261808 2782.5 22.51
1456261809 2782.5 22.51
1456261810 2782.3 22.51
1456261811 2782.3 22.51
1456261812 2782.5 22.51
1456261814 2782.5 22.51
1456261815 2782.25 22.51
1456261816 2782.16 22.51
1456261817 2782.16 22.51
1456261818 2782.16 22.51
1456261819 2782.16 22.51
1456261820 2782.11 22.51
1456261821 2782.22 22.52
1456261822 2782.15 22.52
1456261823 2782.15 22.52
1456261824 2782.55 22.52
1456261825 2782.66 22.52
1456261826 2782.75 22.52
1456261827 2782.83 22.52
1456261828 2782.99 22.52
1456261829 2783.01 22.52
1456261829 2783.18 22.52
1456261830 2783.4 22.52
1456261831 2783.4 22.52
1456261832 2783.49 22.52
1456261833 2783.52 22.52
1456261834 2783.59 22.52
1456261835 2783.77 22.52
1456261836 2783.77 22.52
1456261837 2783.83 22.52
1456261838 2783.88 22.52
1456261838 2784.0 22.52
1456261839 2783.95 22.52
1456261840 2784.15 22.52
1456261841 2784.16 22.52
1456261842 2784.48 22.52
1456261843 2784.52 22.52
1456261844 2784.54 22.52
1456261845 2784.8 22.52
1456261846 2784.8 22.52
1456261847 2784.79 22.52
1456261847 2784.65 22.52
1456261848 2784.81 22.52
1456261849 2784.77 22.52
1456261850 2784.82 22.52
1456261851 2784.82 22.52
1456261852 2784.82 22.53
1456261853 2784.82 22.53
1456261854 2784.85 22.53
1456261855 2784.84 22.53
1456261856 2784.99 22.53
1456261857 2784.99 22.52
1456261857 2784.95 22.52
1456261858 2784.95 22.52
1456261859 2784.74 22.52
1456261860 2784.74 22.52
1456261861 2784.95 22.52
1456261862 2784.95 22.52
1456261863 2784.62 22.52
1456261864 2784.62 22.52
1456261865 2784.97 22.52
1456261866 2784.97 22.52
1456261867 2784.97 22.52
1456261867 2785.31 22.52
1456261868 2785.27 22.52
1456261869 2785.47 22.52
1456261870 2784.0 22.52
1456261871 2784.0 22.51
1456261872 2784.0 22.51
1456261873 2785.4 22.51
1456261874 2785.4 22.52
1456261875 2785.4 22.52
1456261876 2785.4 22.52
1456261877 2784.7 22.52
1456261878 2784.7 22.52
1456261879 2785.18 22.52
1456261880 2785.22 22.52
1456261881 2785.22 22.52
1456261881 2784.97 22.52
1456261882 2784.97 22.52
1456261883 2785.27 22.52
1456261884 2785.27 22.52
1456261885 2785.27 22.52
1456261886 2784.77 22.52
1456261887 2785.18 22.52
1456261888 2784.78 22.51
1456261889 2784.88 22.51
1456261890 2785.19 22.51
1456261891 2785.12 22.51
1456261891 2785.32 22.51
1456261892 2785.14 22.51
1456261893 2785.92 22.51
1456261894 2785.8 22.51
1456261895 2786.35 22.51
1456261896 2785.44 22.51
1456261897 2786.36 22.51
1456261898 2786.37 22.51
1456261899 2785.98 22.51
1456261900 2785.99 22.52
1456261900 2785.99 22.52
1456261901 2786.3 22.52
1456261902 2786.23 22.52
1456261903 2786.18 22.52
1456261905 2786.22 22.52
1456261906 2786.32 22.52
1456261907 2786.05 22.52
1456261908 2786.05 22.52
1456261909 2786.0 22.52
1456261910 2786.0 22.52
1456261911 2785.98 22.52
1456261911 2785.98 22.52
1456261913 2785.82 22.52
1456261913 2785.63 22.52
1456261914 2785.63 22.52
1456261915 2785.63 22.52
1456261916 2784.08 22.52
1456261917 2784.08 22.52
1456261918 2783.22 22.51
1456261919 2783.22 22.51
1456261920 2784.29 22.51
1456261921 2783.51 22.51
1456261922 2784.01 22.51
1456261922 2784.01 22.51
1456261923 2784.26 22.51
1456261924 2783.76 22.51
1456261925 2784.24 22.51
1456261926 2784.24 22.51
1456261927 2783.07 22.51
1456261928 2783.07 22.51
1456261929 2783.07 22.51
1456261930 2783.07 22.51
1456261931 2784.19 22.51
1456261932 2784.19 22.51
1456261932 2784.19 22.51
1456261933 2784.19 22.51
1456261935 2783.46 22.51
1456261936 2783.46 22.51
1456261937 2783.46 22.51
1456261938 2784.09 22.51
1456261938 2784.09 22.51
1456261939 2784.09 22.51
1456261940 2784.6 22.51
1456261941 2784.12 22.51
1456261942 2784.37 22.51
1456261943 2785.0 22.51
1456261944 2784.59 22.51
1456261945 2784.54 22.51
1456261946 2784.52 22.51
1456261947 2784.5 22.51
1456261947 2784.52 22.51
1456261948 2784.5 22.51
1456261949 2784.5 22.51
1456261950 2784.47 22.51
1456261951 2784.52 22.51
1456261952 2784.52 22.51
1456261953 2784.52 22.51
1456261954 2784.51 22.51
1456261955 2784.52 22.51
1456261956 2784.52 22.51
1456261957 2784.52 22.51
1456261957 2784.5 22.51
1456261958 2784.51 22.51
1456261959 2784.5 22.51
1456261960 2784.12 22.51
1456261961 2784.5 22.51
1456261962 2784.49 22.51
1456261963 2784.44 22.51
1456261964 2784.45 22.51
1456261965 2784.49 22.51
1456261966 2784.46 22.51
1456261967 2784.45 22.51
1456261968 2784.34 22.51
1456261969 2784.4 22.51
1456261970 2784.44 22.51
1456261970 2784.49 22.51
1456261971 2784.51 22.51
1456261972 2784.52 22.51
1456261973 2784.52 22.51
1456261974 2784.52 22.51
1456261975 2784.52 22.51
1456261976 2784.52 22.51
1456261977 2784.52 22.51
1456261978 2784.69 22.51
1456261979 2784.74 22.51
1456261979 2784.79 22.51
1456261980 2784.94 22.51
1456261981 2784.97 22.51
1456261982 2784.97 22.51
1456261983 2785.0 22.51
1456261984 2785.33 22.51
1456261985 2785.46 22.51
1456261986 2785.46 22.51
1456261987 2785.73 22.51
1456261988 2785.52 22.51
1456261988 2785.84 22.51
1456261989 2785.66 22.51
1456261990 2786.03 22.51
1456261991 2785.78 22.51
1456261992 2786.05 22.51
1456261993 2786.37 22.51
1456261994 2786.37 22.51
1456261995 2786.32 22.51
1456261996 2786.16 22.51
1456261997 2786.22 22.51
1456261998 2786.37 22.51
1456261999 2786.27 22.51
1456262000 2786.38 22.51
1456262001 2786.38 22.51
1456262002 2786.67 22.51
1456262002 2786.67 22.51
1456262003 2786.18 22.51
1456262004 2786.18 22.51
1456262005 2786.88 22.51
1456262006 2786.51 22.51
1456262007 2786.99 22.51
1456262008 2787.22 22.51
1456262009 2786.93 22.51
1456262010 2786.53 22.51
1456262011 2786.53 22.51
1456262012 2787.09 22.52
1456262012 2787.09 22.51
1456262013 2787.09 22.52
1456262014 2786.59 22.52
1456262015 2786.59 22.51
1456262016 2786.88 22.52
1456262017 2786.88 22.51
1456262018 2786.88 22.51
1456262019 2786.97 22.51
1456262020 2786.93 22.51
1456262021 2787.1 22.51
1456262021 2787.1 22.51
1456262022 2787.0 22.51
1456262023 2787.14 22.51
1456262024 2786.94 22.51
1456262025 2786.98 22.51
1456262026 2786.98 22.51
1456262027 2786.97 22.51
1456262028 2786.95 22.51
1456262029 2786.6 22.51
1456262030 2786.6 22.51
1456262031 2786.54 22.51
1456262031 2786.54 22.51
1456262032 2786.41 22.51
1456262033 2786.48 22.51
1456262034 2786.48 22.51
1456262035 2786.48 22.51
1456262036 2786.38 22.51
1456262037 2786.12 22.51
1456262038 2786.36 22.51
1456262039 2786.12 22.51
1456262040 2786.12 22.51
1456262040 2785.93 22.51
1456262041 2785.84 22.51
1456262042 2785.69 22.51
1456262043 2785.73 22.51
1456262044 2785.73 22.51
1456262045 2785.55 22.51
1456262046 2785.44 22.51
1456262047 2785.61 22.51
1456262048 2785.36 22.51
1456262049 2785.37 22.51
1456262050 2785.32 22.51
1456262050 2785.0 22.51
1456262051 2784.86 22.51
1456262052 2784.97 22.51
1456262053 2784.98 22.51
1456262054 2784.57 22.51
1456262055 2784.91 22.52
1456262056 2784.91 22.52
1456262057 2784.98 22.52
1456262058 2784.97 22.52
1456262059 2785.03 22.51
1456262060 2785.2 22.51
1456262061 2785.2 22.51
1456262062 2785.24 22.51
1456262062 2785.53 22.51
1456262063 2785.71 22.51
1456262064 2785.55 22.51
1456262065 2785.6 22.51
1456262066 2785.56 22.51
1456262067 2786.0 22.51
1456262068 2785.75 22.51
1456262069 2785.75 22.51
1456262070 2785.75 22.51
1456262071 2785.75 22.51
1456262072 2785.88 22.51
1456262072 2785.79 22.51
1456262073 2785.79 22.51
1456262074 2785.94 22.52
1456262075 2785.85 22.52
1456262076 2786.1 22.51
1456262077 2786.09 22.52
1456262078 2786.36 22.52
1456262079 2786.36 22.52
1456262080 2786.37 22.52
1456262081 2786.36 22.52
1456262082 2786.36 22.52
1456262082 2786.45 22.53
1456262083 2786.46 22.52
1456262084 2786.49 22.52
1456262085 2786.44 22.52
1456262086 2786.41 22.52
1456262087 2786.0 22.52
1456262088 2785.9 22.52
1456262089 2785.86 22.52
1456262090 2785.94 22.52
1456262091 2785.76 22.52
1456262092 2785.6 22.52
1456262092 2785.56 22.52
1456262093 2785.55 22.52
1456262094 2785.53 22.52
1456262095 2785.51 22.52
1456262096 2785.53 22.52
1456262097 2785.23 22.52
1456262098 2785.39 22.52
1456262099 2785.39 22.52
1456262100 2785.39 22.52
1456262101 2785.43 22.52
1456262102 2785.34 22.52
1456262102 2785.34 22.52
1456262103 2785.34 22.52
1456262104 2785.6 22.52
1456262105 2785.73 22.52
1456262106 2785.95 22.52
1456262107 2785.98 22.52
1456262108 2785.96 22.52
1456262109 2786.18 22.52
1456262110 2786.0 22.51
1456262111 2786.42 22.51
1456262111 2786.42 22.51
1456262112 2786.33 22.52
1456262113 2786.28 22.52
1456262114 2786.28 22.51
1456262115 2786.39 22.51
1456262116 2786.29 22.51
1456262117 2786.57 22.51
1456262118 2786.99 22.51
1456262119 2786.27 22.51
1456262120 2786.62 22.51
1456262120 2786.62 22.52
1456262121 2786.99 22.52
1456262122 2786.64 22.51
1456262123 2786.48 22.51
1456262124 2786.7 22.51
1456262125 2786.84 22.51
1456262126 2786.99 22.51
1456262127 2786.84 22.51
1456262128 2786.99 22.53
1456262129 2786.99 22.53
1456262129 2787.03 22.53
1456262130 2787.34 22.52
1456262131 2787.34 22.52
1456262132 2787.38 22.52
1456262133 2787.38 22.52
1456262134 2787.41 22.52
1456262135 2787.41 22.52
1456262136 2787.41 22.52
1456262137 2787.41 22.52
1456262138 2787.48 22.52
1456262138 2787.48 22.52
1456262139 2787.8 22.52
1456262140 2787.8 22.52
1456262141 2787.76 22.52
1456262142 2787.76 22.52
1456262143 2787.91 22.52
1456262144 2788.46 22.52
1456262145 2788.19 22.52
1456262146 2788.46 22.52
1456262147 2788.47 22.52
1456262148 2788.58 22.52
1456262148 2788.58 22.52
1456262149 2788.54 22.52
1456262150 2788.54 22.53
1456262151 2788.54 22.53
1456262152 2788.65 22.53
1456262153 2788.65 22.52
1456262154 2788.44 22.52
1456262155 2788.93 22.52
1456262156 2788.93 22.52
1456262157 2788.61 22.52
1456262157 2788.25 22.52
1456262158 2788.25 22.52
1456262159 2788.73 22.52
1456262160 2788.68 22.52
1456262161 2788.68 22.52
1456262162 2788.81 22.52
1456262163 2788.81 22.52
1456262164 2789.33 22.52
1456262165 2789.33 22.52
1456262166 2789.07 22.52
1456262166 2789.79 22.52
1456262167 2789.79 22.52
1456262168 2789.19 22.52
1456262169 2789.19 22.53
1456262170 2789.19 22.53
1456262171 2789.98 22.53
1456262172 2789.9 22.53
1456262173 2789.93 22.53
1456262174 2789.93 22.53
1456262175 2790.0 22.53
1456262175 2790.0 22.53
1456262177 2789.44 22.53
1456262178 2789.45 22.53
1456262179 2789.45 22.53
1456262180 2789.49 22.53
1456262181 2789.46 22.53
1456262182 2789.46 22.52
1456262183 2789.56 22.52
1456262183 2789.5 22.52
1456262184 2789.97 22.52
1456262185 2789.58 22.52
1456262186 2789.46 22.52
1456262187 2790.0 22.52
1456262188 2789.61 22.52
1456262189 2789.9 22.52
1456262190 2790.0 22.52
1456262191 2790.0 22.52
1456262192 2790.0 22.52
1456262193 2789.66 22.52
1456262194 2789.91 22.54
1456262194 2789.93 22.52
1456262195 2789.93 22.53
1456262196 2789.94 22.53
1456262197 2790.0 22.53
1456262198 2790.0 22.53
1456262199 2789.98 22.53
1456262200 2789.98 22.53
1456262201 2790.04 22.53
1456262202 2790.04 22.53
1456262202 2791.04 22.53
1456262203 2791.04 22.53
1456262204 2791.72 22.53
1456262205 2791.72 22.53
1456262206 2791.17 22.53
1456262208 2791.17 22.53
1456262209 2792.0 22.53
1456262210 2792.0 22.53
1456262211 2791.25 22.53
1456262211 2791.25 22.53
1456262212 2791.25 22.53
1456262213 2793.0 22.54
1456262214 2793.0 22.53
1456262215 2793.0 22.53
1456262216 2792.0 22.53
1456262217 2792.0 22.53
1456262218 2792.0 22.53
1456262219 2792.0 22.53
1456262220 2792.0 22.53
1456262221 2792.0 22.53
1456262221 2792.0 22.53
1456262222 2792.87 22.53
1456262223 2792.87 22.53
1456262224 2792.87 22.53
1456262225 2792.87 22.53
1456262226 2792.87 22.53
1456262227 2793.59 22.53
1456262228 2793.59 22.53
1456262229 2793.59 22.53
1456262230 2793.59 22.53
1456262230 2793.59 22.53
1456262231 2792.81 22.54
1456262232 2792.81 22.53
1456262233 2792.81 22.53
1456262234 2792.81 22.53
1456262235 2792.81 22.53
1456262236 2792.96 22.53
1456262238 2792.96 22.53
1456262239 2792.96 22.53
1456262240 2792.96 22.53
1456262240 2792.44 22.53
1456262241 2792.44 22.53
1456262242 2792.58 22.53
1456262243 2792.58 22.52
1456262244 2792.44 22.52
1456262245 2792.44 22.52
1456262246 2792.44 22.52
1456262247 2792.17 22.52
1456262248 2792.17 22.52
1456262249 2792.39 22.52
1456262249 2791.56 22.52
1456262250 2791.56 22.52
1456262251 2792.0 22.52
1456262252 2791.48 22.52
1456262253 2791.48 22.52
1456262254 2791.08 22.52
1456262255 2791.08 22.52
1456262256 2791.08 22.52
1456262257 2791.45 22.52
1456262257 2791.45 22.52
1456262258 2791.01 22.52
1456262259 2791.01 22.52
1456262260 2790.99 22.53
1456262261 2791.01 22.52
1456262262 2791.01 22.52
1456262263 2790.99 22.52
1456262264 2790.99 22.53
1456262265 2790.99 22.53
1456262266 2790.55 22.53
1456262267 2790.55 22.53
1456262268 2790.84 22.53
1456262269 2790.84 22.53
1456262270 2790.84 22.53
1456262270 2790.84 22.53
1456262271 2790.84 22.55
1456262272 2790.84 22.54
1456262273 2790.21 22.54
1456262274 2790.21 22.53
1456262275 2790.21 22.53
1456262276 2790.21 22.53
1456262277 2790.21 22.53
1456262278 2790.08 22.53
1456262279 2790.08 22.53
1456262280 2790.08 22.53
1456262280 2790.76 22.53
1456262281 2790.76 22.53
1456262282 2790.76 22.53
1456262283 2790.09 22.53
1456262284 2790.27 22.53
1456262285 2790.1 22.53
1456262286 2790.22 22.53
1456262287 2790.71 22.53
1456262288 2790.74 22.53
1456262289 2790.31 22.53
1456262290 2790.72 22.53
1456262290 2790.93 22.53
1456262291 2790.75 22.53
1456262292 2790.18 22.53
1456262293 2790.18 22.53
1456262294 2791.02 22.53
1456262295 2791.02 22.54
1456262296 2791.0 22.54
1456262297 2791.19 22.53
1456262298 2791.2 22.53
1456262299 2791.41 22.53
1456262300 2790.98 22.53
1456262301 2790.97 22.53
1456262302 2791.32 22.53
1456262302 2791.62 22.53
1456262303 2791.25 22.53
1456262304 2791.19 22.53
1456262305 2791.0 22.53
1456262306 2791.13 22.53
1456262307 2790.92 22.53
1456262308 2790.79 22.54
1456262309 2790.75 22.54
1456262310 2790.7 22.54
1456262311 2790.58 22.54
1456262311 2790.58 22.54
1456262312 2790.4 22.54
1456262313 2790.48 22.54
1456262314 2790.55 22.54
1456262315 2790.25 22.54
1456262316 2789.92 22.54
1456262317 2790.02 22.54
1456262318 2790.16 22.54
1456262319 2789.57 22.54
1456262320 2789.57 22.54
1456262320 2789.95 22.54
1456262321 2789.54 22.54
1456262322 2789.54 22.55
1456262323 2789.73 22.54
1456262324 2789.6 22.54
1456262325 2789.98 22.54
1456262326 2789.87 22.54
1456262327 2789.8 22.54
1456262328 2789.52 22.54
1456262329 2789.51 22.54
1456262330 2789.51 22.54
1456262330 2790.01 22.54
1456262331 2790.01 22.54
1456262332 2790.01 22.54
1456262333 2790.01 22.53
1456262334 2790.01 22.54
1456262335 2790.03 22.54
1456262336 2790.03 22.54
1456262337 2790.03 22.53
1456262338 2790.21 22.53
1456262339 2790.21 22.53
1456262339 2790.41 22.54
1456262340 2790.28 22.54
1456262341 2790.24 22.53
1456262342 2790.71 22.53
1456262343 2790.52 22.53
1456262344 2790.69 22.53
1456262345 2790.69 22.53
1456262346 2790.62 22.53
1456262347 2790.65 22.53
1456262348 2790.33 22.53
1456262348 2790.31 22.53
1456262349 2790.32 22.53
1456262351 2790.06 22.53
1456262352 2790.01 22.53
1456262352 2789.0 22.53
1456262353 2789.0 22.53
1456262354 2789.3 22.53
1456262355 2789.3 22.53
1456262356 2789.3 22.53
1456262357 2789.5 22.53
1456262358 2789.5 22.53
1456262359 2789.5 22.53
1456262360 2789.8 22.53
1456262361 2789.8 22.53
1456262361 2789.84 22.53
1456262362 2789.98 22.53
1456262363 2789.98 22.53
1456262364 2790.04 22.53
1456262365 2790.15 22.53
1456262366 2790.15 22.53
1456262367 2790.0 22.53
1456262368 2790.14 22.53
1456262369 2789.85 22.53
1456262370 2789.73 22.53
1456262371 2789.51 22.53
1456262371 2789.64 22.53
1456262372 2789.6 22.53
1456262373 2789.6 22.53
1456262374 2789.54 22.53
1456262375 2789.53 22.53
1456262376 2789.47 22.53
1456262377 2788.91 22.53
1456262378 2789.34 22.53
1456262379 2789.01 22.53
1456262380 2789.01 22.53
1456262380 2789.17 22.53
1456262381 2789.17 22.53
1456262382 2789.24 22.53
1456262383 2789.12 22.53
1456262384 2789.12 22.53
1456262385 2789.06 22.53
1456262386 2789.06 22.53
1456262387 2789.11 22.53
1456262388 2789.67 22.53
1456262389 2789.4 22.53
1456262389 2789.16 22.53
1456262390 2789.4 22.53
1456262391 2789.4 22.53
1456262392 2789.35 22.53
1456262393 2789.35 22.53
1456262394 2789.35 22.53
1456262395 2789.35 22.53
1456262396 2789.55 22.53
1456262397 2789.55 22.53
1456262398 2789.55 22.53
1456262398 2789.55 22.53
1456262399 2789.55 22.53
1456262400 2789.55 22.53
1456262401 2789.55 22.53
1456262402 2789.55 22.53
1456262403 2789.45 22.53
1456262404 2789.6 22.53
1456262405 2789.56 22.53
1456262406 2789.38 22.53
1456262407 2789.91 22.53
1456262408 2789.54 22.53
1456262409 2789.54 22.53
1456262409 2789.26 22.53
1456262410 2789.4 22.53
1456262411 2789.09 22.53
1456262412 2789.27 22.54
1456262413 2789.27 22.53
1456262414 2789.08 22.53
1456262415 2789.22 22.53
1456262416 2789.22 22.53
1456262417 2789.09 22.53
1456262418 2789.15 22.53
1456262419 2789.15 22.53
1456262420 2789.03 22.53
1456262420 2789.15 22.53
1456262421 2789.0 22.53
1456262422 2788.85 22.53
1456262423 2788.8 22.53
1456262424 2788.89 22.53
1456262425 2788.8 22.53
1456262426 2788.95 22.53
1456262427 2788.95 22.53
1456262428 2788.95 22.53
1456262429 2788.82 22.53
1456262429 2788.82 22.53
1456262430 2788.56 22.53
1456262431 2788.62 22.53
1456262432 2788.62 22.53
1456262433 2788.26 22.53
1456262434 2788.81 22.53
1456262435 2788.25 22.53
1456262436 2788.25 22.53
1456262437 2788.56 22.53
1456262438 2788.56 22.53
1456262439 2788.27 22.53
1456262439 2788.61 22.53
1456262440 2788.61 22.53
1456262441 2788.61 22.53
1456262442 2788.57 22.53
1456262443 2788.91 22.53
1456262444 2788.57 22.53
1456262445 2788.91 22.53
1456262446 2788.91 22.53
1456262447 2788.52 22.53
1456262448 2788.48 22.53
1456262449 2789.03 22.53
1456262449 2788.49 22.53
1456262450 2789.01 22.53
1456262451 2789.01 22.53
1456262452 2788.95 22.53
1456262453 2788.95 22.53
1456262454 2788.77 22.53
1456262455 2789.1 22.53
1456262456 2789.1 22.53
1456262457 2789.11 22.53
1456262458 2789.11 22.53
1456262458 2788.94 22.53
1456262459 2788.94 22.53
1456262460 2789.12 22.53
1456262461 2789.12 22.53
1456262462 2789.12 22.53
1456262463 2789.12 22.53
1456262464 2789.12 22.53
1456262465 2789.12 22.53
1456262466 2789.12 22.53
1456262467 2789.02 22.53
1456262468 2788.95 22.53
1456262468 2788.95 22.53
1456262469 2789.05 22.53
1456262470 2789.05 22.53
1456262471 2788.78 22.53
1456262472 2788.85 22.53
1456262473 2788.85 22.53
1456262474 2788.72 22.53
1456262475 2788.71 22.53
1456262476 2788.02 22.53
1456262477 2788.02 22.53
1456262477 2788.27 22.53
1456262478 2788.27 22.53
1456262479 2788.64 22.53
1456262480 2788.64 22.53
1456262481 2788.18 22.53
1456262482 2788.37 22.53
1456262483 2788.4 22.53
1456262484 2788.44 22.53
1456262485 2788.44 22.53
1456262486 2788.43 22.53
1456262487 2788.35 22.53
1456262488 2788.38 22.53
1456262488 2788.39 22.53
1456262489 2788.43 22.53
1456262490 2788.45 22.53
1456262491 2788.45 22.53
1456262492 2788.54 22.53
1456262493 2788.64 22.53
1456262494 2788.7 22.54
1456262495 2788.7 22.53
1456262496 2788.72 22.53
1456262497 2788.93 22.53
1456262497 2788.92 22.53
1456262498 2789.24 22.53
1456262499 2789.16 22.53
1456262500 2789.16 22.53
1456262501 2789.26 22.53
1456262502 2789.0 22.53
1456262503 2789.1 22.53
1456262504 2789.25 22.53
1456262505 2789.3 22.53
1456262506 2789.21 22.53
1456262507 2789.47 22.53
1456262507 2789.48 22.53
1456262508 2789.23 22.53
1456262509 2789.51 22.53
1456262511 2789.51 22.54
1456262512 2788.79 22.54
1456262513 2788.79 22.53
1456262514 2788.79 22.53
1456262515 2788.79 22.53
1456262516 2788.79 22.53
1456262517 2789.76 22.53
1456262517 2789.76 22.53
1456262518 2789.76 22.53
1456262519 2789.76 22.53
1456262520 2789.76 22.53
1456262521 2789.76 22.53
1456262522 2789.28 22.53
1456262523 2789.28 22.53
1456262524 2789.28 22.53
1456262525 2789.28 22.53
1456262526 2789.28 22.53
1456262526 2789.28 22.53
1456262527 2789.28 22.53
1456262528 2789.28 22.53
1456262529 2789.77 22.53
1456262530 2789.77 22.53
1456262531 2789.77 22.53
1456262532 2789.77 22.53
1456262533 2789.77 22.53
1456262534 2789.77 22.54
1456262535 2789.52 22.54
1456262535 2789.52 22.53
1456262536 2789.52 22.53
1456262537 2789.52 22.55
1456262538 2789.68 22.54
1456262539 2789.7 22.54
1456262540 2789.7 22.54
1456262542 2790.0 22.54
1456262543 2789.84 22.53
1456262544 2789.79 22.54
1456262545 2789.64 22.54
1456262546 2789.58 22.53
1456262547 2789.47 22.53
1456262548 2789.44 22.53
1456262549 2789.44 22.53
1456262549 2789.27 22.53
1456262550 2789.25 22.53
1456262551 2789.14 22.53
1456262552 2788.68 22.53
1456262553 2788.64 22.53
1456262554 2788.61 22.53
1456262555 2788.54 22.53
1456262556 2788.54 22.53
1456262557 2788.54 22.53
1456262558 2788.54 22.53
1456262559 2787.9 22.53
1456262560 2788.13 22.52
1456262560 2788.13 22.53
1456262561 2787.95 22.53
1456262562 2787.95 22.53
1456262563 2787.95 22.53
1456262564 2788.12 22.53
1456262565 2788.19 22.53
1456262566 2788.08 22.53
1456262567 2788.45 22.53
1456262568 2788.1 22.52
1456262569 2788.47 22.52
1456262569 2788.47 22.52
1456262570 2788.02 22.52
1456262571 2788.3 22.52
1456262572 2788.32 22.52
1456262573 2788.25 22.52
1456262574 2788.08 22.52
1456262575 2788.31 22.52
1456262576 2788.47 22.52
1456262577 2788.42 22.52
1456262578 2788.53 22.52
1456262579 2788.62 22.52
1456262579 2788.64 22.52
1456262580 2788.62 22.52
1456262581 2788.84 22.52
1456262583 2788.85 22.52
1456262584 2789.11 22.52
1456262585 2789.11 22.52
1456262586 2789.29 22.53
1456262587 2789.28 22.53
1456262587 2789.11 22.53
1456262588 2789.27 22.53
1456262589 2789.27 22.53
1456262590 2789.27 22.53
1456262591 2789.25 22.53
1456262592 2789.25 22.53
1456262593 2789.25 22.53
1456262594 2789.25 22.53
1456262595 2789.27 22.53
1456262596 2789.24 22.53
1456262596 2789.24 22.53
1456262597 2788.96 22.53
1456262598 2789.23 22.53
1456262599 2789.12 22.53
1456262600 2789.11 22.53
1456262601 2788.97 22.53
1456262602 2788.9 22.53
1456262603 2788.88 22.53
1456262604 2788.87 22.53
1456262605 2789.19 22.53
1456262606 2788.98 22.53
1456262607 2788.97 22.53
1456262608 2788.98 22.53
1456262609 2789.19 22.53
1456262610 2789.22 22.53
1456262610 2789.27 22.53
1456262611 2789.32 22.53
1456262612 2789.1 22.53
1456262613 2789.1 22.53
1456262614 2789.15 22.53
1456262615 2789.1 22.53
1456262616 2789.1 22.53
1456262617 2789.17 22.53
1456262618 2789.13 22.53
1456262619 2789.13 22.53
1456262620 2788.8 22.53
1456262620 2788.88 22.53
1456262621 2788.8 22.53
1456262622 2788.67 22.53
1456262623 2788.66 22.53
1456262624 2788.6 22.53
1456262625 2788.61 22.53
1456262626 2788.42 22.53
1456262627 2788.37 22.53
1456262628 2788.29 22.53
1456262629 2788.23 22.53
1456262629 2788.23 22.53
1456262630 2788.26 22.53
1456262631 2788.24 22.53
1456262632 2788.23 22.53
1456262633 2788.23 22.53
1456262634 2788.02 22.53
