nohup: 忽略输入
1456249674 2787.3 22.45
1456249675 2787.3 22.45
1456249676 2787.01 22.45
1456249676 2787.01 22.45
1456249677 2787.01 22.45
1456249678 2787.3 22.45
1456249679 2787.3 22.45
1456249680 2786.95 22.45
1456249681 2786.95 22.45
1456249682 2787.21 22.45
1456249683 2787.21 22.45
1456249684 2787.21 22.45
1456249684 2786.95 22.46
1456249686 2786.95 22.46
1456249687 2786.95 22.46
1456249687 2787.22 22.45
1456249688 2787.22 22.45
1456249689 2787.05 22.45
1456249690 2787.75 22.45
1456249691 2787.95 22.45
1456249692 2788.34 22.45
1456249693 2788.42 22.45
1456249694 2788.66 22.45
1456249695 2788.66 22.45
1456249696 2788.96 22.45
1456249697 2788.96 22.45
1456249697 2789.5 22.45
1456249698 2789.57 22.45
1456249699 2789.57 22.44
1456249700 2789.9 22.43
1456249701 2789.9 22.45
1456249702 2789.99 22.45
1456249703 2789.72 22.45
1456249704 2789.72 22.46
1456249705 2789.72 22.46
1456249706 2790.22 22.46
1456249706 2789.62 22.46
1456249707 2790.36 22.46
1456249708 2789.72 22.46
1456249709 2789.72 22.46
1456249710 2790.07 22.46
1456249711 2790.18 22.46
1456249712 2790.18 22.46
1456249713 2790.02 22.46
1456249714 2789.7 22.46
1456249715 2789.51 22.46
1456249715 2789.94 22.46
1456249716 2789.89 22.46
1456249717 2789.81 22.46
1456249718 2789.82 22.46
1456249719 2789.77 22.46
1456249720 2789.66 22.46
1456249721 2789.43 22.46
1456249722 2789.34 22.46
1456249723 2789.27 22.46
1456249724 2789.23 22.46
1456249725 2789.19 22.46
1456249725 2788.74 22.46
1456249726 2788.74 22.46
1456249727 2788.64 22.46
1456249728 2788.52 22.46
1456249729 2788.52 22.46
1456249730 2788.55 22.46
1456249731 2788.42 22.46
1456249732 2788.43 22.46
1456249733 2788.19 22.45
1456249734 2788.12 22.45
1456249734 2787.91 22.45
1456249735 2787.61 22.45
1456249736 2787.63 22.45
1456249737 2787.62 22.45
1456249738 2787.83 22.45
1456249739 2787.61 22.45
1456249740 2787.8 22.45
1456249741 2787.78 22.45
1456249742 2787.78 22.45
1456249743 2787.25 22.45
1456249744 2787.24 22.45
1456249744 2787.57 22.45
1456249745 2787.71 22.45
1456249746 2787.68 22.45
1456249747 2787.73 22.45
1456249748 2787.8 22.45
1456249749 2787.86 22.45
1456249750 2787.93 22.45
1456249751 2788.22 22.45
1456249752 2788.22 22.45
1456249753 2788.46 22.45
1456249753 2788.48 22.45
1456249754 2788.34 22.45
1456249755 2788.93 22.45
1456249756 2788.48 22.45
1456249757 2789.11 22.45
1456249758 2789.04 22.45
1456249759 2789.07 22.45
1456249760 2789.2 22.45
1456249761 2789.22 22.45
1456249762 2789.15 22.45
1456249762 2789.17 22.45
1456249763 2789.36 22.45
1456249764 2789.37 22.45
1456249765 2789.7 22.45
1456249766 2789.89 22.45
1456249767 2790.0 22.45
1456249768 2790.0 22.45
1456249769 2790.02 22.45
1456249770 2790.02 22.45
1456249770 2789.89 22.45
1456249771 2790.03 22.45
1456249772 2789.8 22.45
1456249773 2790.08 22.45
1456249774 2790.08 22.45
1456249775 2790.27 22.45
1456249776 2790.57 22.45
1456249777 2790.57 22.45
1456249778 2790.0 22.45
1456249779 2790.79 22.45
1456249779 2790.19 22.45
1456249781 2790.84 22.45
1456249781 2790.56 22.45
1456249782 2790.6 22.45
1456249783 2790.8 22.45
1456249784 2790.42 22.45
1456249785 2790.46 22.45
1456249786 2790.57 22.45
1456249787 2790.27 22.45
1456249788 2790.06 22.45
1456249789 2790.33 22.45
1456249790 2790.33 22.45
1456249791 2790.33 22.45
1456249791 2790.23 22.45
1456249792 2790.21 22.45
1456249793 2789.95 22.45
1456249794 2789.95 22.45
1456249795 2789.9 22.45
1456249796 2789.7 22.45
1456249797 2789.5 22.45
1456249798 2789.18 22.45
1456249799 2789.31 22.45
1456249800 2789.31 22.45
1456249801 2789.04 22.45
1456249801 2789.0 22.45
1456249802 2789.01 22.45
1456249803 2789.0 22.45
1456249804 2789.0 22.45
1456249805 2789.07 22.45
1456249806 2789.0 22.45
1456249807 2788.69 22.45
1456249808 2788.54 22.45
1456249809 2788.4 22.45
1456249810 2788.4 22.45
1456249810 2788.45 22.45
1456249811 2788.45 22.45
1456249812 2788.12 22.45
1456249813 2788.36 22.45
1456249814 2788.35 22.45
1456249815 2788.29 22.45
1456249816 2788.23 22.45
1456249817 2788.13 22.45
1456249818 2788.08 22.45
1456249819 2787.85 22.45
1456249820 2788.09 22.45
1456249820 2788.09 22.45
1456249821 2787.89 22.45
1456249822 2788.18 22.45
1456249823 2788.27 22.45
1456249824 2788.23 22.45
1456249825 2788.3 22.45
1456249826 2788.27 22.45
1456249827 2788.36 22.45
1456249828 2788.31 22.45
1456249829 2788.22 22.45
1456249830 2788.51 22.45
1456249831 2788.54 22.45
1456249831 2788.51 22.45
1456249832 2788.66 22.45
1456249833 2788.89 22.45
1456249834 2788.95 22.45
1456249835 2788.84 22.45
1456249836 2788.84 22.45
1456249837 2788.84 22.45
1456249838 2789.0 22.45
1456249839 2789.04 22.45
1456249840 2789.25 22.45
1456249841 2789.25 22.45
1456249841 2789.25 22.45
1456249842 2789.19 22.45
1456249843 2789.45 22.45
1456249844 2789.45 22.45
1456249845 2789.57 22.45
1456249846 2789.6 22.45
1456249847 2789.91 22.45
1456249848 2790.02 22.45
1456249849 2790.1 22.45
1456249850 2790.03 22.45
1456249851 2790.43 22.45
1456249851 2790.43 22.45
1456249852 2790.97 22.45
1456249853 2790.37 22.45
1456249854 2790.44 22.45
1456249855 2790.47 22.45
1456249856 2790.42 22.45
1456249857 2790.44 22.45
1456249858 2790.33 22.45
1456249859 2790.7 22.45
1456249860 2790.75 22.45
1456249861 2790.73 22.45
1456249862 2790.46 22.45
1456249862 2790.49 22.45
1456249863 2790.76 22.45
1456249864 2790.86 22.45
1456249865 2790.88 22.45
1456249866 2790.99 22.45
1456249867 2791.1 22.45
1456249868 2791.67 22.45
1456249869 2791.34 22.45
1456249870 2791.58 22.45
1456249871 2791.58 22.45
1456249872 2791.58 22.45
1456249873 2791.45 22.45
1456249874 2791.45 22.45
1456249875 2791.42 22.45
1456249875 2791.46 22.45
1456249876 2791.46 22.45
1456249877 2791.46 22.45
1456249878 2791.47 22.45
1456249879 2791.47 22.45
1456249880 2791.46 22.45
1456249881 2791.3 22.45
1456249882 2791.17 22.45
1456249883 2791.17 22.45
1456249884 2791.06 22.45
1456249885 2791.09 22.45
1456249885 2790.86 22.45
1456249886 2790.83 22.45
1456249887 2790.73 22.45
1456249888 2790.73 22.45
1456249889 2790.7 22.45
1456249890 2790.68 22.45
1456249891 2790.68 22.45
1456249892 2790.16 22.45
1456249893 2790.29 22.45
1456249894 2790.09 22.45
1456249895 2790.13 22.45
1456249895 2790.0 22.44
1456249896 2790.0 22.44
1456249897 2790.0 22.44
1456249898 2790.0 22.44
1456249899 2789.17 22.44
1456249900 2788.6 22.45
1456249901 2788.7 22.45
1456249902 2788.7 22.45
1456249903 2788.6 22.45
1456249904 2788.6 22.45
1456249905 2788.66 22.45
1456249906 2788.53 22.45
1456249906 2788.49 22.45
1456249907 2788.36 22.45
1456249908 2788.36 22.45
1456249909 2788.35 22.45
1456249910 2788.26 22.45
1456249911 2788.07 22.45
1456249912 2788.07 22.45
1456249913 2788.23 22.45
1456249914 2787.44 22.45
1456249915 2787.73 22.45
1456249916 2787.33 22.45
1456249916 2787.33 22.41
1456249917 2787.68 22.43
1456249918 2787.47 22.45
1456249919 2787.47 22.44
1456249920 2787.77 22.44
1456249921 2787.58 22.44
1456249922 2787.58 22.42
1456249923 2787.75 22.42
1456249924 2787.75 22.43
1456249925 2788.05 22.43
1456249926 2788.03 22.43
1456249926 2788.3 22.43
1456249927 2788.62 22.44
1456249928 2788.95 22.43
1456249929 2789.06 22.44
1456249930 2789.25 22.43
1456249931 2789.25 22.43
1456249932 2789.33 22.42
1456249933 2789.34 22.43
1456249934 2789.34 22.44
1456249935 2789.35 22.44
1456249936 2789.55 22.44
1456249937 2789.76 22.44
1456249937 2789.64 22.44
1456249938 2789.64 22.44
1456249939 2789.64 22.44
1456249940 2789.94 22.44
1456249941 2790.02 22.44
1456249942 2790.02 22.44
1456249943 2790.34 22.44
1456249944 2790.27 22.44
1456249945 2790.44 22.44
1456249946 2790.41 22.44
1456249946 2790.68 22.44
1456249947 2790.42 22.44
1456249948 2790.33 22.44
1456249949 2790.05 22.44
1456249950 2789.99 22.42
1456249951 2789.9 22.43
1456249952 2789.9 22.42
1456249953 2789.95 22.43
1456249954 2789.95 22.43
1456249955 2789.64 22.43
1456249956 2789.53 22.44
1456249957 2789.53 22.44
1456249958 2789.53 22.44
1456249959 2789.46 22.44
1456249960 2789.46 22.44
1456249961 2789.46 22.44
1456249962 2789.07 22.44
1456249963 2789.07 22.44
1456249964 2789.17 22.44
1456249965 2789.17 22.44
1456249965 2789.08 22.44
1456249966 2789.07 22.44
1456249967 2789.07 22.45
1456249968 2788.77 22.45
1456249969 2788.77 22.45
1456249970 2788.56 22.45
1456249971 2788.56 22.45
1456249972 2788.39 22.46
1456249973 2788.38 22.46
1456249974 2788.0 22.46
1456249975 2788.0 22.46
1456249976 2788.37 22.46
1456249976 2788.37 22.45
1456249977 2788.2 22.45
1456249978 2788.26 22.45
1456249979 2788.14 22.45
1456249980 2788.14 22.46
1456249981 2787.76 22.46
1456249982 2787.76 22.46
1456249983 2787.76 22.46
1456249984 2787.71 22.46
1456249985 2787.68 22.46
1456249986 2787.54 22.46
1456249987 2787.54 22.46
1456249987 2787.67 22.46
1456249988 2787.54 22.46
1456249989 2787.42 22.46
1456249990 2787.37 22.47
1456249991 2787.37 22.46
1456249992 2787.31 22.46
1456249993 2787.2 22.46
1456249994 2787.26 22.46
1456249995 2787.27 22.46
1456249996 2787.25 22.46
1456249997 2787.25 22.47
1456249997 2787.24 22.47
1456249998 2787.24 22.46
1456249999 2787.01 22.46
1456250000 2787.18 22.46
1456250001 2787.2 22.46
1456250002 2787.13 22.46
1456250003 2787.13 22.46
1456250004 2787.93 22.46
1456250005 2787.93 22.46
1456250006 2787.55 22.46
1456250007 2787.44 22.46
1456250008 2787.7 22.46
1456250008 2787.49 22.46
1456250010 2787.68 22.46
1456250010 2787.83 22.46
1456250011 2787.61 22.46
1456250012 2787.81 22.47
1456250013 2787.62 22.46
1456250014 2787.42 22.47
1456250015 2787.57 22.47
1456250016 2787.59 22.47
1456250017 2787.46 22.47
1456250018 2787.5 22.47
1456250018 2787.38 22.47
1456250019 2787.24 22.47
1456250020 2787.52 22.47
1456250021 2785.04 22.47
1456250022 2785.04 22.46
1456250023 2787.02 22.46
1456250024 2786.62 22.46
1456250025 2786.62 22.46
1456250026 2785.61 22.46
1456250027 2785.61 22.46
1456250027 2785.61 22.46
1456250028 2785.61 22.46
1456250029 2785.61 22.45
1456250030 2786.26 22.45
1456250031 2786.26 22.45
1456250032 2786.26 22.45
1456250033 2786.26 22.45
1456250034 2785.54 22.45
1456250035 2785.54 22.46
1456250036 2785.5 22.46
1456250036 2785.18 22.46
1456250037 2785.49 22.46
1456250038 2785.05 22.45
1456250039 2785.17 22.45
1456250040 2785.02 22.45
1456250041 2785.16 22.45
1456250042 2785.09 22.45
1456250043 2785.0 22.45
1456250044 2785.0 22.45
1456250045 2785.05 22.45
1456250046 2785.0 22.45
1456250046 2785.01 22.45
1456250047 2785.0 22.45
1456250048 2785.01 22.45
1456250049 2785.0 22.45
1456250050 2785.02 22.45
1456250051 2785.02 22.45
1456250052 2785.01 22.45
1456250053 2785.0 22.45
1456250054 2784.68 22.45
1456250055 2784.68 22.45
1456250056 2784.68 22.45
1456250056 2784.68 22.45
1456250057 2784.89 22.45
1456250058 2784.24 22.45
1456250059 2784.0 22.45
1456250060 2784.78 22.45
1456250061 2784.78 22.45
1456250062 2784.35 22.45
1456250063 2784.35 22.44
1456250064 2784.61 22.45
1456250065 2784.36 22.45
1456250066 2784.36 22.45
1456250066 2784.16 22.45
1456250067 2784.18 22.45
1456250068 2784.16 22.45
1456250069 2784.17 22.45
1456250070 2784.15 22.45
1456250071 2784.16 22.45
1456250072 2784.12 22.46
1456250073 2784.16 22.46
1456250074 2783.49 22.45
1456250075 2783.48 22.45
1456250075 2783.56 22.44
1456250076 2783.0 22.44
1456250077 2783.0 22.44
1456250078 2783.0 22.45
1456250079 2783.13 22.45
1456250080 2783.01 22.45
1456250081 2783.12 22.45
1456250082 2783.01 22.45
1456250083 2783.01 22.45
1456250084 2783.0 22.45
1456250084 2782.66 22.45
1456250085 2782.43 22.45
1456250086 2782.55 22.45
1456250087 2782.07 22.44
1456250088 2782.0 22.45
1456250089 2781.23 22.44
1456250090 2781.13 22.44
1456250091 2781.14 22.44
1456250092 2781.14 22.44
1456250093 2781.14 22.43
1456250093 2780.0 22.44
1456250094 2780.0 22.43
1456250095 2780.6 22.43
1456250096 2780.6 22.44
1456250097 2780.6 22.43
1456250098 2780.6 22.43
1456250099 2780.3 22.43
1456250100 2780.3 22.42
1456250101 2780.3 22.43
1456250102 2779.5 22.42
1456250102 2779.5 22.43
1456250103 2779.5 22.42
1456250105 2777.0 22.41
1456250106 2778.94 22.41
1456250107 2778.94 22.41
1456250107 2778.94 22.41
1456250108 2777.0 22.4
1456250109 2777.0 22.41
1456250110 2777.0 22.42
1456250111 2777.0 22.41
1456250112 2777.0 22.41
1456250113 2779.62 22.42
1456250114 2779.62 22.41
1456250115 2779.62 22.48
1456250116 2779.62 22.4
1456250117 2779.62 22.41
1456250117 2779.62 22.42
1456250118 2779.62 22.42
1456250119 2779.62 22.42
1456250120 2778.59 22.43
1456250121 2778.59 22.42
1456250122 2778.59 22.42
1456250123 2778.59 22.42
1456250124 2778.59 22.42
1456250125 2778.59 22.42
1456250126 2779.67 22.42
1456250127 2779.67 22.42
1456250127 2779.67 22.42
1456250128 2779.67 22.42
1456250129 2779.67 22.42
1456250130 2779.67 22.42
1456250131 2779.67 22.42
1456250132 2779.67 22.42
1456250133 2779.0 22.42
1456250134 2779.0 22.41
1456250136 2779.0 22.41
1456250137 2779.0 22.42
1456250138 2778.73 22.42
1456250139 2778.73 22.42
1456250140 2778.73 22.42
1456250141 2778.73 22.42
1456250142 2778.73 22.42
1456250143 2778.73 22.42
1456250144 2777.5 22.42
1456250144 2777.5 22.42
1456250145 2777.5 22.42
1456250146 2777.5 22.42
1456250147 2777.5 22.41
1456250148 2776.0 22.4
1456250149 2776.0 22.4
1456250150 2776.0 22.41
1456250151 2776.0 22.41
1456250152 2776.0 22.41
1456250153 2774.76 22.41
1456250154 2774.76 22.41
1456250155 2774.76 22.41
1456250155 2774.76 22.41
1456250156 2774.76 22.4
1456250157 2775.84 22.4
1456250158 2775.84 22.4
1456250159 2775.84 22.4
1456250160 2775.84 22.41
1456250161 2775.84 22.41
1456250162 2775.84 22.41
1456250163 2775.84 22.41
1456250164 2773.76 22.41
1456250165 2773.76 22.4
1456250166 2773.76 22.41
1456250167 2773.76 22.41
1456250168 2773.8 22.41
1456250169 2773.8 22.41
1456250170 2773.8 22.41
1456250171 2773.8 22.41
1456250172 2773.8 22.41
1456250172 2773.8 22.41
1456250173 2772.37 22.4
1456250174 2772.37 22.41
1456250175 2772.37 22.41
1456250176 2772.37 22.41
1456250177 2770.02 22.41
1456250178 2770.02 22.41
1456250179 2770.02 22.41
1456250180 2770.02 22.41
1456250181 2772.14 22.41
1456250182 2772.14 22.41
1456250182 2772.14 22.41
1456250183 2772.14 22.41
1456250184 2770.61 22.41
1456250185 2770.61 22.4
1456250186 2770.61 22.41
1456250187 2770.61 22.41
1456250188 2770.61 22.41
1456250189 2769.41 22.41
1456250190 2769.41 22.41
1456250191 2769.41 22.4
1456250192 2769.41 22.41
1456250192 2770.83 22.41
1456250194 2770.83 22.41
1456250194 2770.83 22.41
1456250195 2770.83 22.42
1456250196 2770.83 22.42
1456250197 2768.82 22.41
1456250198 2768.82 22.41
1456250199 2768.82 22.41
1456250200 2768.0 22.41
1456250201 2768.0 22.41
1456250202 2768.0 22.41
1456250203 2768.0 22.41
1456250203 2768.0 22.41
1456250204 2768.0 22.41
1456250205 2766.44 22.41
1456250206 2766.44 22.4
1456250207 2766.44 22.4
1456250208 2766.44 22.39
1456250209 2766.44 22.39
1456250210 2768.21 22.39
1456250211 2768.21 22.39
1456250212 2768.21 22.38
1456250213 2768.21 22.38
1456250214 2768.21 22.4
1456250214 2765.0 22.39
1456250215 2765.0 22.39
1456250216 2765.0 22.39
1456250217 2765.0 22.39
1456250218 2765.0 22.39
1456250219 2765.0 22.39
1456250220 2765.0 22.39
1456250221 2768.21 22.39
1456250222 2768.21 22.38
1456250223 2768.21 22.39
1456250224 2768.21 22.39
1456250225 2768.21 22.39
1456250225 2768.21 22.38
1456250226 2765.0 22.38
1456250227 2765.0 22.38
1456250228 2765.0 22.38
1456250229 2765.0 22.38
1456250230 2765.0 22.39
1456250231 2765.0 22.39
1456250232 2765.0 22.39
1456250233 2767.84 22.39
1456250234 2767.84 22.39
1456250235 2767.84 22.38
1456250235 2767.84 22.39
1456250236 2767.84 22.39
1456250237 2767.84 22.39
1456250238 2767.84 22.39
1456250239 2767.84 22.4
1456250240 2767.84 22.4
1456250241 2765.19 22.4
1456250242 2765.19 22.4
1456250243 2765.19 22.4
1456250244 2765.19 22.4
1456250245 2765.19 22.4
1456250246 2765.19 22.4
1456250246 2765.94 22.4
1456250247 2765.94 22.4
1456250248 2765.94 22.4
1456250249 2765.94 22.4
1456250250 2765.94 22.39
1456250251 2767.83 22.39
1456250252 2767.83 22.39
1456250253 2767.83 22.39
1456250254 2765.95 22.4
1456250255 2765.95 22.4
1456250255 2765.95 22.4
1456250256 2765.8 22.4
1456250257 2765.8 22.4
1456250258 2765.8 22.4
1456250259 2765.8 22.4
1456250260 2767.33 22.4
1456250261 2767.33 22.4
1456250262 2767.33 22.41
1456250263 2766.31 22.41
1456250264 2766.31 22.4
1456250264 2766.31 22.41
1456250265 2766.31 22.41
1456250266 2767.33 22.41
1456250267 2767.33 22.42
1456250268 2767.33 22.41
1456250269 2767.33 22.41
1456250270 2767.33 22.41
1456250271 2767.33 22.41
1456250272 2767.33 22.41
1456250273 2770.1 22.41
1456250273 2770.1 22.41
1456250274 2770.1 22.41
1456250275 2770.1 22.41
1456250276 2769.11 22.41
1456250277 2769.11 22.41
1456250278 2769.11 22.41
1456250279 2769.11 22.41
1456250280 2770.81 22.41
1456250281 2770.81 22.41
1456250282 2770.81 22.41
1456250283 2771.72 22.41
1456250283 2771.72 22.42
1456250284 2772.93 22.42
1456250285 2772.93 22.42
1456250287 2775.59 22.42
1456250287 2775.59 22.42
1456250288 2775.59 22.42
1456250289 2772.92 22.42
1456250290 2772.92 22.42
1456250291 2772.92 22.42
1456250292 2772.92 22.42
1456250293 2772.93 22.42
1456250294 2772.93 22.42
1456250295 2772.93 22.42
1456250296 2772.93 22.42
1456250296 2772.93 22.42
1456250297 2772.91 22.42
1456250298 2772.91 22.42
1456250299 2772.91 22.42
1456250300 2772.91 22.42
1456250301 2772.91 22.42
1456250302 2773.0 22.42
1456250303 2773.0 22.42
1456250304 2773.0 22.42
1456250305 2773.0 22.42
1456250305 2773.0 22.42
1456250306 2773.0 22.42
1456250307 2773.0 22.41
1456250308 2773.0 22.41
1456250309 2773.31 22.41
1456250310 2773.31 22.41
1456250311 2773.31 22.41
1456250312 2773.92 22.41
1456250313 2773.92 22.41
1456250314 2773.92 22.41
1456250314 2774.0 22.41
1456250315 2774.0 22.42
1456250316 2774.56 22.42
1456250317 2774.56 22.42
1456250318 2774.56 22.42
1456250319 2774.57 22.42
1456250320 2774.57 22.43
1456250321 2774.57 22.43
1456250322 2774.57 22.42
1456250323 2775.6 22.43
1456250323 2775.6 22.43
1456250324 2775.6 22.43
1456250325 2775.6 22.43
1456250326 2774.57 22.43
1456250327 2774.57 22.43
1456250328 2774.97 22.43
1456250330 2774.97 22.43
1456250331 2774.97 22.43
1456250332 2774.97 22.43
1456250333 2774.03 22.43
1456250333 2774.03 22.43
1456250334 2773.32 22.43
1456250335 2773.97 22.43
1456250336 2773.97 22.43
1456250337 2773.58 22.43
1456250338 2773.35 22.43
1456250339 2773.0 22.43
1456250340 2773.45 22.43
1456250341 2772.85 22.43
1456250342 2773.35 22.43
1456250342 2772.95 22.43
1456250343 2772.7 22.43
1456250344 2772.78 22.43
1456250345 2772.93 22.43
1456250346 2772.65 22.43
1456250347 2772.4 22.43
1456250348 2772.31 22.43
1456250349 2773.73 22.43
1456250350 2772.2 22.43
1456250351 2772.73 22.43
1456250352 2772.72 22.43
1456250353 2772.57 22.43
1456250354 2772.72 22.43
1456250355 2772.53 22.43
1456250356 2772.77 22.43
1456250356 2772.75 22.43
1456250357 2772.75 22.43
1456250358 2772.76 22.43
1456250359 2772.65 22.43
1456250360 2772.0 22.43
1456250361 2773.0 22.43
1456250362 2772.88 22.43
1456250363 2772.89 22.43
1456250364 2773.45 22.43
1456250365 2772.56 22.43
1456250366 2773.11 22.43
1456250366 2773.11 22.43
1456250367 2775.0 22.43
1456250368 2772.76 22.43
1456250369 2772.76 22.43
1456250370 2772.0 22.44
1456250371 2772.0 22.43
1456250372 2772.0 22.43
1456250373 2771.93 22.43
1456250374 2771.93 22.43
1456250375 2771.93 22.43
1456250376 2771.93 22.43
1456250377 2771.67 22.43
1456250378 2771.67 22.43
1456250379 2771.93 22.43
1456250379 2771.12 22.43
1456250381 2770.95 22.43
1456250382 2769.91 22.43
1456250383 2769.91 22.43
1456250383 2770.0 22.43
1456250384 2767.5 22.43
1456250385 2768.43 22.43
1456250386 2768.43 22.43
1456250387 2768.0 22.43
1456250388 2768.0 22.42
1456250389 2768.0 22.42
1456250390 2766.92 22.42
1456250391 2766.92 22.42
1456250392 2768.25 22.42
1456250392 2768.25 22.42
1456250393 2768.25 22.42
1456250394 2767.55 22.41
1456250395 2767.55 22.41
1456250396 2768.55 22.41
1456250397 2768.55 22.41
1456250398 2768.41 22.41
1456250399 2768.41 22.41
1456250400 2767.87 22.41
1456250401 2767.87 22.41
1456250401 2769.0 22.42
1456250402 2768.99 22.42
1456250403 2768.75 22.42
1456250404 2768.75 22.42
1456250405 2770.0 22.42
1456250406 2770.0 22.42
1456250407 2770.0 22.42
1456250408 2770.84 22.42
1456250409 2770.9 22.43
1456250410 2770.9 22.43
1456250411 2770.0 22.43
1456250412 2769.06 22.43
1456250413 2769.06 22.42
1456250414 2769.06 22.42
1456250415 2769.36 22.42
1456250416 2769.36 22.42
1456250416 2769.43 22.42
1456250417 2769.43 22.42
1456250418 2769.43 22.42
1456250419 2769.03 22.42
1456250420 2768.48 22.42
1456250421 2768.48 22.42
1456250422 2767.38 22.42
1456250423 2767.44 22.42
1456250424 2766.73 22.42
1456250425 2766.73 22.42
1456250426 2767.01 22.42
1456250426 2767.01 22.42
1456250427 2767.01 22.42
1456250428 2767.17 22.42
1456250429 2767.17 22.42
1456250430 2767.17 22.42
1456250431 2767.17 22.42
1456250432 2767.01 22.42
1456250433 2767.01 22.41
1456250434 2767.56 22.41
1456250435 2767.56 22.41
1456250435 2767.56 22.41
1456250436 2768.0 22.41
1456250437 2768.0 22.41
1456250438 2768.53 22.41
1456250439 2768.09 22.41
1456250440 2768.21 22.41
1456250441 2768.9 22.41
1456250442 2768.9 22.41
1456250443 2768.9 22.41
1456250444 2768.9 22.41
1456250445 2769.37 22.41
1456250445 2769.36 22.41
1456250446 2769.36 22.41
1456250447 2769.36 22.41
1456250448 2769.35 22.41
1456250449 2769.35 22.41
1456250450 2769.35 22.41
1456250451 2769.35 22.41
1456250452 2769.35 22.41
1456250453 2769.35 22.41
1456250454 2768.38 22.41
1456250454 2768.38 22.41
1456250455 2769.3 22.41
1456250456 2769.3 22.41
1456250457 2769.03 22.41
1456250458 2768.39 22.41
1456250459 2768.39 22.41
1456250460 2769.37 22.41
1456250461 2769.37 22.41
1456250462 2769.37 22.41
1456250463 2769.39 22.41
1456250463 2769.39 22.41
1456250464 2769.52 22.41
1456250465 2769.52 22.41
1456250466 2770.23 22.41
1456250467 2770.49 22.41
1456250468 2771.0 22.41
1456250469 2771.17 22.41
1456250470 2771.17 22.41
1456250471 2771.75 22.41
1456250472 2771.75 22.41
1456250473 2772.0 22.41
1456250474 2772.0 22.41
1456250475 2772.0 22.41
1456250475 2772.37 22.41
1456250476 2772.37 22.41
1456250477 2772.37 22.41
1456250478 2772.37 22.41
1456250479 2772.37 22.41
1456250480 2772.01 22.41
1456250481 2772.01 22.42
1456250482 2772.01 22.42
1456250483 2772.37 22.41
1456250484 2772.37 22.41
1456250485 2772.98 22.41
1456250485 2773.46 22.42
1456250486 2773.06 22.42
1456250487 2773.0 22.42
1456250488 2773.36 22.42
1456250489 2774.02 22.42
1456250490 2773.66 22.42
1456250491 2773.94 22.42
1456250492 2773.94 22.42
1456250493 2774.0 22.42
1456250494 2773.94 22.42
1456250495 2773.94 22.41
1456250495 2773.71 22.41
1456250496 2773.71 22.41
1456250497 2773.79 22.41
1456250498 2773.09 22.41
1456250499 2773.96 22.41
1456250500 2773.96 22.41
1456250501 2773.16 22.41
1456250502 2773.05 22.41
1456250503 2773.78 22.41
1456250504 2773.78 22.41
1456250505 2773.68 22.41
1456250506 2773.68 22.41
1456250506 2773.0 22.41
1456250507 2773.0 22.41
1456250508 2773.59 22.41
1456250509 2773.59 22.41
1456250510 2773.68 22.41
1456250511 2773.09 22.41
1456250512 2773.09 22.41
1456250513 2773.39 22.41
1456250514 2772.43 22.41
1456250515 2772.37 22.41
1456250516 2772.37 22.41
1456250516 2772.43 22.41
1456250517 2772.43 22.41
1456250518 2772.43 22.41
1456250519 2771.9 22.41
1456250520 2771.9 22.41
1456250521 2771.9 22.41
1456250522 2772.65 22.4
1456250523 2772.65 22.4
1456250524 2772.65 22.4
1456250525 2770.38 22.4
1456250525 2770.38 22.4
1456250526 2771.44 22.4
1456250527 2771.44 22.4
1456250528 2770.03 22.4
1456250529 2770.03 22.4
1456250530 2770.0 22.4
1456250531 2770.09 22.4
1456250532 2770.19 22.4
1456250533 2770.19 22.4
1456250534 2770.65 22.4
1456250535 2770.65 22.4
1456250536 2769.77 22.4
1456250537 2770.0 22.4
1456250537 2770.0 22.4
1456250538 2769.76 22.4
1456250539 2769.99 22.4
1456250540 2770.03 22.4
1456250541 2770.03 22.41
1456250542 2770.03 22.41
1456250543 2770.06 22.41
1456250544 2770.07 22.41
1456250545 2770.33 22.41
1456250546 2770.06 22.41
1456250546 2770.06 22.41
1456250547 2770.27 22.41
1456250548 2770.3 22.41
1456250549 2770.59 22.41
1456250550 2770.52 22.41
1456250551 2770.52 22.41
1456250552 2770.52 22.41
1456250553 2769.39 22.41
1456250554 2769.37 22.41
1456250555 2769.37 22.41
1456250555 2769.39 22.41
1456250556 2769.39 22.41
1456250557 2769.39 22.41
1456250558 2769.38 22.41
1456250559 2769.38 22.41
1456250560 2769.38 22.41
1456250562 2768.94 22.41
1456250563 2768.94 22.41
1456250564 2768.94 22.41
1456250565 2768.94 22.41
1456250566 2769.03 22.41
1456250566 2769.03 22.41
1456250567 2768.91 22.41
1456250568 2768.91 22.41
1456250569 2768.83 22.41
1456250570 2768.83 22.41
1456250571 2768.92 22.41
1456250572 2768.73 22.41
1456250573 2768.73 22.41
1456250574 2768.22 22.4
1456250575 2768.63 22.4
1456250576 2768.36 22.4
1456250577 2768.02 22.4
1456250577 2768.23 22.4
1456250578 2768.02 22.4
1456250579 2768.02 22.4
1456250580 2768.34 22.4
1456250581 2768.34 22.4
1456250582 2767.96 22.4
1456250583 2767.96 22.4
1456250584 2768.23 22.4
1456250585 2767.93 22.4
1456250586 2767.93 22.4
1456250587 2767.78 22.4
1456250587 2767.78 22.4
